Machine learning,"Each time each type of sort button is clicked, changes from Ascending to Descending",,your search,Button to Reset to original ordering,Order by your notes,"Authors, year, editor", Button - use to order by YEAR,First author,Title,text, Link 1, Link 2,," dois, after using crossref button"
,,,Machine learning,164,,"I Kononenko - Artificial Intelligence in medicine, 2001 - Elsevier",2001,Kononenko,"Machine learning for medical diagnosis: history, state of the art and perspective","The paper provides an overview of the development of intelligent data analysis in medicine 
from a machine learning perspective: a historical view, a state-of-the-art view, and a view on 
some future trends in this subfield of applied artificial intelligence. The paper is not intended …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.96.184&rep=rep1&type=pdf,https://www.sciencedirect.com/science/article/pii/S093336570100077X,,
,,,Machine learning,165,,"F Hutter, L Kotthoff, J Vanschoren - 2019 - library.oapen.org",2019,"Hutter,","Automated machine learning: methods, systems, challenges","This open access book presents the first comprehensive overview of general methods in 
Automated Machine Learning (AutoML), collects descriptions of existing systems based on 
these methods, and discusses the first series of international challenges of AutoML systems …",https://library.oapen.org/bitstream/handle/20.500.12657/23012/1007149.pdf?sequence=1,https://library.oapen.org/handle/20.500.12657/23012,,
,,,Machine learning,166,,"MS Mahdavinejad, M Rezvan, M Barekatain… - Digital Communications …, 2018 - Elsevier",2018,"Mahdavinejad,",Machine learning for Internet of Things data analysis: A survey,"Rapid developments in hardware, software, and communication technologies have 
facilitated the emergence of Internet-connected sensory devices that provide observations 
and data measurements from the physical world. By 2020, it is estimated that the total …",https://www.sciencedirect.com/science/article/pii/S235286481730247X,https://www.sciencedirect.com/science/article/pii/S235286481730247X,,
,,,Machine learning,167,,"J Biamonte, P Wittek, N Pancotti, P Rebentrost… - Nature, 2017 - nature.com",2017,"Biamonte,",Quantum machine learning,"Fuelled by increasing computer power and algorithmic advances, machine learning 
techniques have become powerful tools for finding patterns in data. Quantum systems 
produce atypical patterns that classical systems are thought not to produce efficiently, so it is …",https://arxiv.org/pdf/1611.09347,https://www.nature.com/articles/nature23474,,
,,,Machine learning,168,,"P Domingos - Communications of the ACM, 2012 - dl.acm.org",2012,Domingos,A few useful things to know about machine learning,"Machine learning systeMs automatically learn programs from data. This is often a very attractive 
 alternative to manually constructing them, and in the last decade the use of machine learning 
 has spread rapidly throughout computer science and beyond. Machine learning is used in Web …",https://pdfs.semanticscholar.org/c3b6/0802b56eeec611e9def0fdfbcaf42b851b99.pdf,https://dl.acm.org/doi/pdf/10.1145/2347736.2347755,,
,,,Machine learning,169,,Y Kodratoff - 2014 - books.google.com,2014,Kodratoff,Introduction to machine learning,"A textbook suitable for undergraduate courses in machine learning and related topics, this 
book provides a broad survey of the field. Generous exercises and examples give students a 
firm grasp of the concepts and techniques of this rapidly developing, challenging subject …",,https://books.google.com/books?hl=en&lr=&id=AQyjBQAAQBAJ&oi=fnd&pg=PP1&dq=Machine+learning&ots=XppP-Bz4JH&sig=hyf1Z7875htBXUuD7EmcJgeV_JY,,
,,,Machine learning,170,,"T Dietterich - ACM computing surveys (CSUR), 1995 - dl.acm.org",1995,Dietterich,Overfitting and undercomputing in machine learning,"A central problem in machine learning is supervised learning—that is, learning from labeled 
training data. For example, a learning system for medical diagnosis might be trained with 
examples of patients whose case records(medical tests, clinical observations) and …",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.55.2069&rep=rep1&type=pdf,https://dl.acm.org/doi/pdf/10.1145/212094.212114,,
,,,Machine learning,171,,RM Rifkin - 2002 - dspace.mit.edu,2002,Rifkin,Everything old is new again: a fresh look at historical approaches in machine learning,"This thesis shows that several old, somewhat discredited machine learning techniques are 
still valuable in the solution of modern, large-scale machine learning problems. We begin by 
considering Tikhonov regularization, a broad framework of schemes for binary classification …",https://dspace.mit.edu/bitstream/handle/1721.1/17549/51896466-MIT.pdf?sequence=2,https://dspace.mit.edu/handle/1721.1/17549,,
,,,Machine learning,172,,"RC Deo - Circulation, 2015 - Am Heart Assoc",2015,Deo,Machine learning in medicine,"Spurred by advances in processing power, memory, storage, and an unprecedented wealth 
of data, computers are being asked to tackle increasingly complex learning tasks, often with 
astonishing success. Computers have now mastered a popular variant of poker, learned the …",https://www.ahajournals.org/doi/full/10.1161/circulationaha.115.001593,https://www.ahajournals.org/doi/abs/10.1161/circulationaha.115.001593,,
,,,Machine learning,173,,"J Cai, J Luo, S Wang, S Yang - Neurocomputing, 2018 - Elsevier",2018,"Cai,",Feature selection in machine learning: A new perspective,"High-dimensional data analysis is a challenge for researchers and engineers in the fields of 
machine learning and data mining. Feature selection provides an effective way to solve this 
problem by removing irrelevant and redundant data, which can reduce computation time …",,https://www.sciencedirect.com/science/article/pii/S0925231218302911,,
,,,Machine learning,174,,"C Song, T Ristenpart, V Shmatikov - Proceedings of the 2017 ACM …, 2017 - dl.acm.org",2017,"Song,",Machine learning models that remember too much,"Machine learning (ML) is becoming a commodity. Numerous ML frameworks and services 
are available to data holders who are not ML experts but want to train predictive models on 
their data. It is important that ML models trained on sensitive inputs (eg, personal images or …",https://arxiv.org/pdf/1709.07886,https://dl.acm.org/doi/abs/10.1145/3133956.3134077,,
,,,Machine learning,175,,"B Cestnik - ECAI, 1990 - temida.si",1990,Cestnik,Estimating probabilities: a crucial task in machine learning.,"The evaluation of the Bayesian formula that is used as a basis of many machine learning 
systems is studied in detail. It is shown that, when used naively (ie assuming the 
independence of attributes), its classification accuracy heavily depends on the method for …",http://www.temida.si/~bojan/_resources/Cestnik_Estimating_probabilities.pdf,http://www.temida.si/~bojan/_resources/Cestnik_Estimating_probabilities.pdf,,
,,,Machine learning,176,,"L Monostori, A Márkus, H Van Brussel, E Westkämpfer - CIRP annals, 1996 - Elsevier",1996,"Monostori,",Machine learning approaches to manufacturing,"Continuous, steady improvement is a key requirement to manufacturing enterprises that 
necessitates flat and flexible organizations, life-long learning of employees on the one side, 
and information and material processing systems with adaptive, learning abilities on the …",,https://www.sciencedirect.com/science/article/pii/S0007850618302166,,
,,,Machine learning,177,,"MA Alsheikh, S Lin, D Niyato… - … Surveys & Tutorials, 2014 - ieeexplore.ieee.org",2014,"Alsheikh,","Machine learning in wireless sensor networks: Algorithms, strategies, and applications","Wireless sensor networks (WSNs) monitor dynamic environments that change rapidly over 
time. This dynamic behavior is either caused by external factors or initiated by the system 
designers themselves. To adapt to such conditions, sensor networks often adopt machine  …",https://arxiv.org/pdf/1405.4463,https://ieeexplore.ieee.org/abstract/document/6805162/,,
,,,Machine learning,178,,"P Wang, Y Li, CK Reddy - ACM Computing Surveys (CSUR), 2019 - dl.acm.org",2019,"Wang,",Machine learning for survival analysis: A survey,"Survival analysis is a subfield of statistics where the goal is to analyze and model data 
where the outcome is the time until an event of interest occurs. One of the main challenges 
in this context is the presence of instances whose event outcomes become unobservable …",https://arxiv.org/pdf/1708.04649,https://dl.acm.org/doi/abs/10.1145/3214306,,
,,,Machine learning,179,,"N Sebe, I Cohen, A Garg, TS Huang - 2005 - books.google.com",2005,"Sebe,",Machine learning in computer vision,"Annotation"" This book comes right on time... It is amazing so early in a new field that a book 
appears which connects theory to algorithms and through them to convincing applications... 
This book will surely be with us for quite some time to come."" From the foreword by Arnold …",http://kto.tam.free.fr/M/003/Machine.Learning.in.Computer.Vision.Springer.Aug.2005.eBook-DDU/Machine.Learning.in.Computer.Vision.Springer.Aug.2005.eBook-DDU.pdf,https://books.google.com/books?hl=en&lr=&id=lemw2Rhr_PEC&oi=fnd&pg=PR11&dq=Machine+learning&ots=X55LS0TorH&sig=L-0Ox33_d8baZ-2ZfoQtQHQKywc,,
,,,Machine learning,180,,"K Das, RN Behera - … Journal of Innovative Research in Computer …, 2017 - researchgate.net",2017,"Das,","A survey on machine learning: concept, algorithms and applications","Over the past few decades, Machine Learning (ML) has evolved from the endeavour of few 
computer enthusiasts exploiting the possibility of computers learning to play games, and a 
part of Mathematics (Statistics) that seldom considered computational approaches, to an …",https://www.researchgate.net/profile/Rabi_Behera/publication/316273553_A_Survey_on_Machine_Learning_Concept_Algorithms_and_Applications/links/59017eb94585156502a094fd/A-Survey-on-Machine-Learning-Concept-Algorithms-and-Applications.pdf,https://www.researchgate.net/profile/Rabi_Behera/publication/316273553_A_Survey_on_Machine_Learning_Concept_Algorithms_and_Applications/links/59017eb94585156502a094fd/A-Survey-on-Machine-Learning-Concept-Algorithms-and-Applications.pdf,,
,,,Machine learning,181,,"LT Liu, S Dean, E Rolf… - … on Machine Learning, 2018 - proceedings.mlr.press",2018,"Liu,",Delayed impact of fair machine learning,"Fairness in machine learning has predominantly been studied in static classification settings 
without concern for how decisions change the underlying population over time. 
Conventional wisdom suggests that fairness criteria promote the long-term well-being of …",http://proceedings.mlr.press/v80/liu18c/liu18c.pdf,http://proceedings.mlr.press/v80/liu18c.html,,
,,,Machine learning,182,,A Fielding - 1999 - books.google.com,1999,Fielding,Machine learning methods for ecological applications,"It is difficult to become an ecologist withou, t acquiring some breadth~ For example, we are 
expected to be competent statisticians and taxonomists who appreciate the importance of 
spatial and temporal processes, whilst recognising the potential offered by techniques such …",,https://books.google.com/books?hl=en&lr=&id=wDnU3bZ8NC4C&oi=fnd&pg=PP9&dq=Machine+learning&ots=nbl_ijyFqy&sig=aKqyTOSYuFDj_fr9RCjZUvwpdUU,,
,,,Machine learning,183,,"S Sun - Neural computing and applications, 2013 - Springer",2013,Sun,A survey of multi-view machine learning,"Multi-view learning or learning with multiple distinct feature sets is a rapidly growing 
direction in machine learning with well theoretical underpinnings and great practical 
success. This paper reviews theories developed to understand the properties and behaviors …",https://www.researchgate.net/profile/Shiliang_Sun2/publication/257436121_A_survey_of_multi-view_machine_learning/links/5a66b7600f7e9b6b8fde5659/A-survey-of-multi-view-machine-learning.pdf,https://link.springer.com/article/10.1007/s00521-013-1362-6,,
